CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited,BalanceSalaryRatio,TenureByAge,BalancePerProduct,ProductsPerTenure,ActiveWithCard,IsZeroBalance
-1.5746199677197577,1,-1.7087039062739486,-0.6799978898350251,-1.3334627229818647,0.8664191809965394,1,0,-0.4128040282409177,0,1,0,-0.037081914025937204,-0.08382690936635456,-1.19008078732087,0.41222109810812424,0,1
-1.792084801104598,0,-0.6400244364323148,1.7267203636535915,-1.3334627229818647,0.8664191809965394,1,0,-1.2854166768535804,0,0,0,-0.037081914025937204,1.8715481545857091,-1.19008078732087,-0.5167403884078515,0,1
-1.0361356183858672,0,-1.6018359592897853,0.007635896876008229,-1.3334627229818647,0.8664191809965394,0,0,1.5797745771422624,0,0,0,-0.037081914025937204,0.7833394233428218,-1.19008078732087,-0.07437777578119643,0,1
-0.14556534833366389,0,-0.5331564894481513,0.6952696835870416,-1.3334627229818647,0.8664191809965394,1,1,-0.5945080222494289,0,1,0,-0.037081914025937204,0.7833394233428218,-1.19008078732087,-0.3176772127258567,1,1
-0.3423192452056623,1,0.5355229803934826,-0.6799978898350251,0.9934500512527156,0.8664191809965394,0,1,-0.6227843176471239,1,0,0,-0.019145377289037008,-0.7582896125846036,0.05834697673343366,0.41222109810812424,0,0
0.040833080281913584,1,1.9248062911876065,-1.3676316765460583,0.8223159906472569,-0.7806032413163074,1,0,-1.6538134320373703,1,0,1,0.17261208508489145,-1.3297555483163206,1.1231421482807111,0.41222109810812424,0,0
-1.0361356183858672,0,-1.7087039062739486,1.382903470298075,-1.3334627229818647,0.8664191809965394,1,1,-1.4917731079647392,0,1,0,-0.037081914025937204,2.8067275329975665,-1.19008078732087,-0.46365687489265284,1,1
-0.6426278246418704,1,0.5355229803934826,0.35145279023152487,-1.3334627229818647,-0.7806032413163074,0,0,1.0197288453265414,0,1,0,-0.037081914025937204,0.012524905379109122,-1.19008078732087,-0.6304907745118487,0,1
0.7967822630006444,0,-1.7087039062739486,0.35145279023152487,-1.3334627229818647,0.8664191809965394,1,1,-0.7899509268062596,0,0,0,-0.037081914025937204,1.3614503118156058,-1.19008078732087,-0.21340602546385945,1,1
0.8589150725391702,1,0.10805119245682897,1.0390865769425581,-1.3334627229818647,0.8664191809965394,1,1,1.2321219649675281,0,0,0,-0.037081914025937204,0.7269383610527941,-1.19008078732087,-0.39877702504074347,1,1
-0.1352098800772429,0,-0.8537603304006415,1.0390865769425581,-1.3334627229818647,0.8664191809965394,1,0,0.6693305747365996,0,1,0,-0.037081914025937204,1.3614503118156058,-1.19008078732087,-0.39877702504074347,0,1
-1.439998880386285,0,-0.2125526484956612,-0.33618099647950844,-1.3334627229818647,-0.7806032413163074,1,0,0.32741698572112266,0,1,1,-0.037081914025937204,-0.3120285758687699,-1.19008078732087,-0.46365687489265284,0,1
0.2065205723846491,1,0.6423909273776459,-0.6799978898350251,-1.3334627229818647,0.8664191809965394,0,1,-1.5948011852851627,0,0,0,-0.037081914025937204,-0.7750464499316403,-1.19008078732087,0.41222109810812424,0,1
2.0394384537711607,0,-0.2125526484956612,0.007635896876008229,-1.3334627229818647,-0.7806032413163074,1,1,1.5233464487678998,0,0,0,-0.037081914025937204,-0.0077596871988836885,-1.19008078732087,-0.5609766496705172,1,1
-0.7461825072060801,1,-1.6018359592897853,-0.6799978898350251,-1.3334627229818647,0.8664191809965394,0,1,0.42480682833232375,0,0,0,-0.037081914025937204,-0.14163799821363304,-1.19008078732087,0.41222109810812424,0,1
1.1074463106932735,1,-0.42628854246398795,-1.0238147831905418,0.8908045357952072,-0.7806032413163074,1,1,1.2174263474737967,1,0,0,-0.03059580218354969,-0.8867586989118889,1.1966326565878078,-0.07437777578119643,1,0
-0.8083153167446059,1,0.4286550334093191,1.382903470298075,-1.3334627229818647,0.8664191809965394,0,0,-1.0735281957560343,0,0,0,-0.037081914025937204,0.8358949586585288,-1.19008078732087,-0.46365687489265284,0,1
-0.7772489119753431,0,0.32178708642515574,-0.6799978898350251,0.9645121956444092,-0.7806032413163074,1,1,0.001445553216133242,1,0,0,-0.025708637757855878,-0.7224377745397791,1.2757234501904884,-0.3176772127258567,1,0
-2.465190237771961,1,-1.1743641713531316,-1.7114485699015751,-0.36294165775387727,0.8664191809965394,1,1,-0.8115502920174269,0,0,0,-0.028084016522707547,-1.529104130548315,-0.6693799441924756,4.79161096311201,1,0
-0.6012059516161865,0,-0.10568470151149781,-0.6799978898350251,-1.3334627229818647,2.5134416033093863,1,0,0.7026468148560027,0,1,1,-0.037081914025937204,-0.6397027636671089,-1.19008078732087,1.1421194089421052,0,1
-1.2018231104886028,1,-0.42628854246398795,0.6952696835870416,0.053484128274409126,-0.7806032413163074,0,1,0.9857340674208914,0,0,0,-0.03269402198673308,0.7191048801791784,0.2981597479914957,-0.6826263681428472,0,0
-0.9947137453601834,1,0.10805119245682897,1.382903470298075,0.4566814264938871,0.8664191809965394,0,0,-0.3169105198551094,1,0,0,-0.02624354452738408,1.0089436725029324,-0.22963840090608592,-0.46365687489265284,0,0
-1.3364441978220754,0,0.21491913944099236,0.35145279023152487,-1.3334627229818647,0.8664191809965394,1,1,-1.1435544093659729,0,1,0,-0.037081914025937204,0.12264126508821048,-1.19008078732087,-0.21340602546385945,1,1
0.7553603899749605,0,-1.1743641713531316,1.382903470298075,-1.3334627229818647,0.8664191809965394,1,1,0.7298664852248316,0,1,0,-0.037081914025937204,2.059170349627587,-1.19008078732087,-0.46365687489265284,1,1
-1.802440269361019,0,0.5355229803934826,-1.7114485699015751,0.8493221414030487,-0.7806032413163074,1,0,-1.25822625080186,0,0,1,0.0018190778402335645,-1.529104130548315,1.1521206547181575,1.872017719776086,0,0
-1.6471082455147046,1,-0.9606282773848049,-0.6799978898350251,1.028091654802919,-0.7806032413163074,0,1,0.24304782715591794,0,1,0,-0.026816124709942196,-0.41017983027841015,1.3439463444183568,-0.3176772127258567,0,0
1.60450878700148,1,-0.7468923834164781,0.6952696835870416,-0.08898113677415796,-0.7806032413163074,0,1,-0.02873841165295322,0,1,0,-0.030814172527494466,0.9234875175180418,0.14528973561340708,-0.6826263681428472,0,0
2.0808603267968446,1,-0.42628854246398795,0.6952696835870416,-1.3334627229818647,-0.7806032413163074,1,1,-1.032106579817999,0,0,0,-0.037081914025937204,0.7191048801791784,-1.19008078732087,-0.6826263681428472,1,1
-0.6944051659239753,1,0.10805119245682897,0.35145279023152487,-0.18976274075766558,0.8664191809965394,0,1,1.3572436016435918,1,0,0,-0.033897239578067125,0.1629277381525163,-0.5764665481593801,-0.21340602546385945,0,0
-1.833506674130282,1,0.0011832454726655804,-0.33618099647950844,-1.3334627229818647,-0.7806032413163074,1,0,-0.521352492635548,0,1,0,-0.037081914025937204,-0.3728823536027466,-1.19008078732087,-0.46365687489265284,0,1
-1.9059949519252288,0,1.1767306622984628,1.0390865769425581,0.6584322449136712,-0.7806032413163074,0,0,1.4133580499023004,0,0,1,-0.03163403066930826,0.2845770881898314,0.9472893870457525,-0.7231762743002905,0,0
-0.9636473405909205,0,2.2454101321400968,-1.0238147831905418,0.5754711953324857,-0.7806032413163074,1,1,-0.10358332279980711,0,0,0,-0.02702866490905748,-1.1500150233530473,0.8582693955969484,-0.07437777578119643,1,0
1.915172834694109,0,0.9629947683301361,-1.0238147831905418,0.8026718431351338,-0.7806032413163074,0,0,1.6408389742182434,0,0,1,-0.03163234211773337,-1.057176874652165,1.1020633184879787,-0.07437777578119643,0,0
0.11332135807686038,0,2.2454101321400968,0.007635896876008229,1.2015724718084824,-0.7806032413163074,1,1,1.0136985975094106,0,1,0,-0.029143178951644866,-0.5813813625601454,1.5300970853302596,-0.5609766496705172,1,0
1.314555675821693,0,-0.8537603304006415,-0.33618099647950844,0.44544089415861443,0.8664191809965394,1,1,0.4597811167877978,1,0,0,-0.03010994426818168,-0.08382690936635456,-0.23566913519294402,0.12026177377453193,1,0
1.8633954934120043,0,-1.3881000653214584,1.382903470298075,0.48810910366558863,-0.7806032413163074,1,1,0.34125024400678106,1,0,1,-0.029536624578775185,2.324968459270246,0.7645269382341556,-0.7556161992262451,1,0
-0.12485441182082194,0,-0.10568470151149781,1.382903470298075,0.9075197492370636,-0.7806032413163074,1,1,0.30494882058918577,1,0,1,-0.027634771076653415,1.1390999700953035,1.2145686417901507,-0.7556161992262451,1,0
-1.0257801501294463,1,-0.2125526484956612,-1.0238147831905418,0.3474128068462936,-0.7806032413163074,0,1,-0.16060451896220038,1,0,0,-0.02791063907662248,-0.9205663532085425,0.6135550881555797,-0.07437777578119643,0,0
1.314555675821693,0,-0.3194205954798246,-1.0238147831905418,0.35355550472101266,0.8664191809965394,1,0,1.6361974833171409,1,0,0,-0.032772187137654785,-0.9041193862534138,-0.28496718905857626,0.8988199719974447,0,0
0.5068291518208572,1,0.4286550334093191,1.7267203636535915,0.5583037008857731,0.8664191809965394,1,0,1.7051312127950922,1,0,0,-0.03234575669294471,1.0986726352370668,-0.17511634481444435,-0.5167403884078515,0,0
-0.6633387611547124,1,-0.42628854246398795,0.007635896876008229,1.0409470351688288,0.8664191809965394,0,0,-0.23812911473745094,1,0,0,-0.023458938332352994,0.07675944854275223,0.08382990591165418,-0.07437777578119643,0,0
1.4388212948987444,0,-0.7468923834164781,0.007635896876008229,-1.3334627229818647,0.8664191809965394,0,0,0.29372788055858456,0,0,0,-0.037081914025937204,0.2227470466419398,-1.19008078732087,-0.07437777578119643,0,1
0.061544016794755525,1,0.10805119245682897,1.0390865769425581,0.7078490657767079,-0.7806032413163074,0,0,1.1129647763951007,1,0,1,-0.030911552148527623,0.7269383610527941,1.0003152949008558,-0.7231762743002905,0,0
-0.4976512690519768,1,0.21491913944099236,-1.3676316765460583,0.267822079878934,-0.7806032413163074,1,0,-1.0460000674710357,1,0,1,-0.01723916194525825,-1.2538132312755605,0.5281515660231249,0.41222109810812424,0,0
-0.3112528404363994,1,0.32178708642515574,-1.3676316765460583,0.702158161184697,-0.7806032413163074,1,1,0.23162374356540127,0,0,0,-0.02818176637181915,-1.2602153452121372,0.9942087632131026,0.41222109810812424,1,0
0.07189948505117649,1,0.5355229803934826,0.007635896876008229,0.7452806025851173,-0.7806032413163074,1,0,-0.22623990724625376,0,0,0,-0.025248814700753013,-0.24441326727546134,1.0404805905838541,-0.5609766496705172,0,0
0.7864267947442234,1,-2.2430436411947654,-1.7114485699015751,-0.09971752698288262,-0.7806032413163074,0,0,-0.9485365918471145,1,0,0,-0.023670232337086747,-1.529104130548315,0.13376922846702155,1.872017719776086,0,0
-0.36303018171850426,1,1.1767306622984628,-0.33618099647950844,-0.6720152470264605,-0.7806032413163074,1,1,-0.928317453959486,0,0,0,-0.030070065778572706,-0.6222635211792418,-0.4803254388695312,-0.46365687489265284,1,0
0.9624697551033798,1,-0.5331564894481513,0.007635896876008229,0.8914769420626705,-0.7806032413163074,0,0,-0.271464154774995,1,0,0,-0.0240272443510134,0.12264126508821048,1.197354171087466,-0.5609766496705172,0,0
0.39291900100022653,0,-1.3881000653214584,1.382903470298075,1.1430095600859302,0.8664191809965394,0,0,0.4593870148000955,1,0,0,-0.02737426042391572,2.324968459270246,0.138588163800331,-0.46365687489265284,0,0
-0.9740028088473415,1,-0.7468923834164781,-1.3676316765460583,-0.4216712078768529,0.8664191809965394,0,0,1.3698480763907381,0,1,0,-0.03455327920089901,-1.178733895110264,-0.7008893336959389,1.872017719776086,0,0
0.36185259623096366,1,1.7110703972192798,1.0390865769425581,-0.053888552811492366,-0.7806032413163074,1,1,-0.012290049939179901,0,1,0,-0.030698694412163698,0.12264126508821048,0.18294525636734654,-0.7231762743002905,1,0
-0.4769403325391349,1,-1.4949680123056217,-0.33618099647950844,0.4412991576813661,-0.7806032413163074,1,1,-0.1264419343798079,1,0,0,-0.027603070221016844,0.24969860321409731,0.7142982946445319,-0.46365687489265284,1,0
1.0556689694111687,0,-0.42628854246398795,0.35145279023152487,1.42755609027887,0.8664191809965394,1,1,-1.2593512866439627,1,0,0,0.012238771315028124,0.39793216436096485,0.2912521537838121,-0.21340602546385945,1,0
-0.7047606341803963,0,-0.6400244364323148,-1.3676316765460583,0.3188267614804414,-0.7806032413163074,1,0,0.1797676508390078,1,0,0,-0.029662891852665442,-1.189038902034913,0.5828813017597962,0.41222109810812424,0,0
0.8899814773084331,1,0.32178708642515574,1.7267203636535915,0.6691245775550643,0.8664191809965394,1,1,1.6810067400602453,1,0,0,-0.032032980675564954,1.1597837228134715,-0.11565908418881102,-0.5167403884078515,1,0
0.12367682633328134,0,-0.5331564894481513,0.007635896876008229,1.1169432499085248,0.8664191809965394,0,1,0.23591221378140617,1,0,0,-0.02639146449135812,0.12264126508821048,0.12460315082852824,-0.07437777578119643,0,0
0.2686533819231749,0,-2.0293077472264387,1.0390865769425581,0.26583119807251293,-0.7806032413163074,1,0,-1.4256846068388178,0,0,0,0.006483200305639103,2.875550257815754,0.5260152830050352,-0.7231762743002905,0,0
1.6977080013092687,1,-1.1743641713531316,0.35145279023152487,-1.3334627229818647,-0.7806032413163074,1,0,-1.1515039895666757,0,0,0,-0.037081914025937204,0.8630788562356192,-1.19008078732087,-0.6304907745118487,0,1
0.08225495330759747,0,-0.3194205954798246,-1.7114485699015751,1.326365449987592,-0.7806032413163074,0,1,-0.9730844108867722,0,1,0,-0.007245269960700181,-1.529104130548315,1.6640041405863992,1.872017719776086,0,0
-0.46658486428271395,0,-1.6018359592897853,0.007635896876008229,1.231644281409912,0.8664191809965394,1,1,-0.7254954074588874,1,0,0,-0.01531249434077029,0.7833394233428218,0.1861421796557271,-0.07437777578119643,1,0
-1.3467996660784964,1,-0.42628854246398795,1.382903470298075,-1.3334627229818647,0.8664191809965394,0,1,0.7913027029040509,0,0,0,-0.037081914025937204,1.3614503118156058,-1.19008078732087,-0.46365687489265284,0,1
0.8899814773084331,0,-2.0293077472264387,-1.3676316765460583,1.572031258297614,0.8664191809965394,1,0,-1.352834924041365,0,0,0,0.027269519012917073,-0.9785223320028065,0.36876550665555463,1.872017719776086,0,0
0.15474323110254426,1,1.6042024502351164,1.0390865769425581,-1.3334627229818647,0.8664191809965394,1,1,0.6798825510133407,0,0,0,-0.037081914025937204,0.15267299955432914,-1.19008078732087,-0.39877702504074347,1,1
0.2997197866924378,0,-0.8537603304006415,1.382903470298075,-1.3334627229818647,-0.7806032413163074,1,1,0.8374014947729942,0,0,0,-0.037081914025937204,1.722769617111096,-1.19008078732087,-0.7556161992262451,1,1
1.1178017789496943,1,-0.7468923834164781,0.007635896876008229,-0.07752584411990082,-0.7806032413163074,0,1,1.6386433874819846,0,1,0,-0.03387576642748832,0.2227470466419398,0.15758164921953371,-0.5609766496705172,0,0
-2.4134128964898562,0,0.10805119245682897,1.7267203636535915,0.6530240565932074,0.8664191809965394,1,0,-0.03138154088496397,1,0,0,-0.027061663289962158,1.2909489839530708,-0.12429728395593903,-0.5167403884078515,0,0
0.16509869935896523,0,-0.6400244364323148,-1.3676316765460583,0.23774295444529076,0.8664191809965394,0,0,1.241304158319697,0,0,0,-0.0325368379963488,-1.189038902034913,-0.3471025663666947,1.872017719776086,0,0
1.3249111440781138,0,-0.8537603304006415,-1.0238147831905418,-1.3334627229818647,-0.7806032413163074,1,0,0.6328227003660827,0,0,1,-0.037081914025937204,-0.8064655199573347,-1.19008078732087,-0.07437777578119643,0,1
-1.098268427924393,0,-0.42628854246398795,-0.6799978898350251,-1.3334627229818647,0.8664191809965394,0,0,-1.2896186326314723,0,0,0,-0.037081914025937204,-0.5655859830936751,-1.19008078732087,0.41222109810812424,0,1
-1.481420753411969,0,-0.6400244364323148,-0.33618099647950844,0.13470482265898054,-0.7806032413163074,1,1,1.0293112332324774,0,0,0,-0.03251008650967444,-0.16884321649470535,0.38531227988545336,-0.46365687489265284,1,0
-1.6160418407454415,0,0.6423909273776459,-0.33618099647950844,-1.3334627229818647,0.8664191809965394,1,0,-1.709342993953906,0,0,0,-0.037081914025937204,-0.523693889726082,-1.19008078732087,0.12026177377453193,0,1
1.0453135011547476,1,-1.9224398002422753,-0.6799978898350251,0.6447678960789757,-0.7806032413163074,1,0,0.4967871889890587,0,1,1,-0.029456856590972476,0.047561928922913804,0.9326270819934555,-0.3176772127258567,0,0
0.8278486677699073,1,-1.0674962243689683,1.382903470298075,-1.3334627229818647,0.8664191809965394,1,0,0.9010898730162124,0,0,0,-0.037081914025937204,1.93956120028839,-1.19008078732087,-0.46365687489265284,0,1
-0.0316551975130332,0,0.6423909273776459,-0.33618099647950844,-1.3334627229818647,2.5134416033093863,1,0,-0.11929187292005791,0,0,1,-0.037081914025937204,-0.523693889726082,-1.19008078732087,0.7041804224417165,0,1
-0.14556534833366389,0,-1.281232118337295,-0.6799978898350251,-0.006473668790221801,0.8664191809965394,1,1,0.986768933285242,1,0,0,-0.032885302644683354,-0.2902950838209209,-0.47812888427029265,0.41222109810812424,1,0
-0.021299729256612235,0,0.4286550334093191,0.007635896876008229,-1.3334627229818647,2.5134416033093863,1,1,1.2898977689553142,0,1,1,-0.037081914025937204,-0.21521574765562407,-1.19008078732087,0.41222109810812424,1,1
1.645930660027164,1,0.5355229803934826,0.6952696835870416,0.595097134551099,0.8664191809965394,1,0,0.8186332579752501,0,0,0,-0.03058244067733955,0.2694630780336796,-0.15537605002071586,-0.3176772127258567,0,0
-1.2950223247963915,0,-0.42628854246398795,1.7267203636535915,-1.3334627229818647,0.8664191809965394,1,0,0.1655469053516601,0,0,0,-0.037081914025937204,1.6826230276338194,-1.19008078732087,-0.5167403884078515,0,1
1.242067398026746,1,-1.1743641713531316,1.0390865769425581,-1.3334627229818647,0.8664191809965394,1,1,1.2565695177770986,0,0,0,-0.037081914025937204,1.660473185163597,-1.19008078732087,-0.39877702504074347,1,1
0.8382041360263283,1,0.21491913944099236,-0.33618099647950844,-1.3334627229818647,0.8664191809965394,0,1,-0.24582489604324648,0,1,0,-0.037081914025937204,-0.42794053345729793,-1.19008078732087,0.12026177377453193,0,1
-1.3882215391041803,1,-0.5331564894481513,1.7267203636535915,1.5322942588975947,-0.7806032413163074,0,1,0.3685722694854901,0,1,0,-0.02536504267911106,1.7743866607247372,1.884972666186975,-0.7821579559838446,0,0
1.28348927105243,1,0.10805119245682897,1.382903470298075,0.3382446059160875,-0.7806032413163074,0,1,-0.6181193268483451,0,1,0,-0.024249356973534395,1.0089436725029324,0.603717300753804,-0.7556161992262451,0,0
1.7080634695656898,1,-1.1743641713531316,1.0390865769425581,0.2449101939780259,0.8664191809965394,1,1,1.691500749922717,1,0,0,-0.03311467268098655,1.660473185163597,-0.34325722204465087,-0.39877702504074347,1,0
0.6310947708979089,1,-1.9224398002422753,1.0390865769425581,-1.3334627229818647,0.8664191809965394,0,0,-0.007996009377059198,0,1,0,-0.037081914025937204,2.6753386947082967,-1.19008078732087,-0.39877702504074347,0,1
-2.4444793012591193,1,-0.6400244364323148,1.382903470298075,-1.3334627229818647,0.8664191809965394,0,0,-1.6288076261029931,0,0,0,-0.037081914025937204,1.531482926072307,-1.19008078732087,-0.46365687489265284,0,1
0.16509869935896523,0,0.0011832454726655804,0.35145279023152487,-1.3334627229818647,-0.7806032413163074,1,1,1.0747920648291838,0,0,0,-0.037081914025937204,0.20522853487003745,-1.19008078732087,-0.6304907745118487,1,1
-0.2698309674107155,0,0.4286550334093191,0.35145279023152487,-1.3334627229818647,0.8664191809965394,0,0,1.1673015879495618,0,0,0,-0.037081914025937204,0.047561928922913804,-1.19008078732087,-0.21340602546385945,0,1
0.9210478820776961,1,-0.9606282773848049,1.382903470298075,0.010604409929434294,-0.7806032413163074,1,0,-1.011952023130652,0,0,0,-0.021202733634488883,1.8276687702613998,0.2521483706081692,-0.7556161992262451,0,0
-1.2536004517707076,1,-0.42628854246398795,0.6952696835870416,-1.3334627229818647,0.8664191809965394,1,0,-0.688770289589849,0,1,0,-0.037081914025937204,0.7191048801791784,-1.19008078732087,-0.3176772127258567,0,1
-0.28018643566713647,0,0.6423909273776459,-0.33618099647950844,0.4072707834447199,0.8664191809965394,1,1,-1.2031912311764297,0,1,1,-0.009224546376920547,-0.523693889726082,-0.2561480403327929,0.12026177377453193,1,0
-0.6944051659239753,1,-0.8537603304006415,-1.3676316765460583,0.11244843532441988,-0.7806032413163074,1,1,-1.5675277262616518,1,0,0,0.03422528470124721,-1.167784825252825,0.3614304290626163,0.41222109810812424,1,0
1.4077548901294816,0,-0.42628854246398795,-1.0238147831905418,0.2891376511908132,-0.7806032413163074,0,1,-1.0988877186687735,1,0,0,-0.015322906776892409,-0.8867586989118889,0.5510238896676438,-0.07437777578119643,0,0
-0.456229396026293,1,-0.7468923834164781,0.007635896876008229,1.106656702093918,-0.7806032413163074,0,0,-0.49161084806273,0,1,0,-0.02024507542565854,0.2227470466419398,1.4282492778229712,-0.5609766496705172,0,0
-1.7610183963353352,1,-0.5331564894481513,1.382903470298075,0.1757754169845325,-0.7806032413163074,1,0,-0.011393572361146732,1,0,1,-0.029556903073496066,1.4440375815974318,0.4293824064582866,-0.7556161992262451,0,0
0.37220806448738464,1,-1.0674962243689683,-0.6799978898350251,0.13843085729244148,-0.7806032413163074,0,1,-0.644445652958831,1,0,0,-0.02551231149087636,-0.3728823536027466,0.3893104401411773,-0.3176772127258567,0,0
-1.150045769206498,1,-0.10568470151149781,0.6952696835870416,0.4232327913166642,0.8664191809965394,1,0,-1.2685266911368034,1,0,0,-0.005094266909066754,0.5461657255078334,-0.24758415516355034,-0.3176772127258567,0,0
-0.9015145310523947,1,0.21491913944099236,-1.0238147831905418,0.2961527214135034,-0.7806032413163074,0,0,-0.23163896521912308,0,0,0,-0.02777229505101707,-0.9785223320028065,0.5585512955332788,-0.07437777578119643,0,0
0.2686533819231749,1,-0.42628854246398795,1.382903470298075,0.39292004697433025,-0.7806032413163074,0,1,-1.3422805107381985,0,1,0,0.00014611661790447293,1.3614503118156058,0.6623858846258213,-0.7556161992262451,0,0
0.7450049217185395,1,-1.281232118337295,1.382903470298075,1.1779086809300559,0.8664191809965394,0,1,0.02082879103973953,1,0,1,-0.02478910852472619,2.1873230096338685,0.15731212796663907,-0.46365687489265284,0,0
-0.21805362612861065,0,-1.0674962243689683,1.382903470298075,0.8182257901436032,0.8664191809965394,1,1,-0.4514636228720303,1,0,0,-0.02269691763356252,1.93956120028839,-0.03566378075036346,-0.46365687489265284,1,0
0.19616510412822813,0,-0.3194205954798246,0.35145279023152487,1.3955767993582557,-0.7806032413163074,1,0,0.2704037969312709,1,0,0,-0.025379870610611394,0.3458501023363896,1.738270242091146,-0.6304907745118487,0,0
-1.481420753411969,0,0.10805119245682897,-1.3676316765460583,-1.3334627229818647,0.8664191809965394,1,0,-1.1895837459817828,0,0,0,-0.037081914025937204,-1.2470988190981767,-1.19008078732087,1.872017719776086,0,1
-1.2950223247963915,0,-0.9606282773848049,1.0390865769425581,0.4193884027753906,-0.7806032413163074,1,0,1.734135830947446,1,0,1,-0.03273015043082214,1.454694003504764,0.6907873190214712,-0.7231762743002905,0,0
0.5171846200772782,1,-0.6400244364323148,-0.33618099647950844,1.676982886642929,0.8664191809965394,1,0,0.3608555993817599,1,0,0,-0.024728316493078367,-0.16884321649470535,0.4250738170313484,0.12026177377453193,0,0
1.8530400251555832,1,-0.6400244364323148,1.0390865769425581,0.7707874954592485,0.8664191809965394,0,0,-1.0787778988236703,0,0,0,-0.009718898501539114,1.1914176975589044,-0.06111522217055984,-0.39877702504074347,0,0
0.258297913666754,1,-0.10568470151149781,0.35145279023152487,0.6205703745970471,-0.7806032413163074,0,0,0.0004623871266709157,0,1,0,-0.02740544034519958,0.24969860321409731,0.906662329060869,-0.6304907745118487,0,0
0.07189948505117649,0,-0.10568470151149781,0.35145279023152487,-1.3334627229818647,0.8664191809965394,1,0,0.7130999174891856,0,0,0,-0.037081914025937204,0.24969860321409731,-1.19008078732087,-0.21340602546385945,0,1
0.36185259623096366,0,0.8561268213459726,1.7267203636535915,0.7212199684526096,-0.7806032413163074,1,1,1.7063532074742749,1,0,0,-0.03193970807621134,0.8796912380882852,1.01466272237291,-0.7821579559838446,1,0
-0.24912003089787357,0,-1.281232118337295,-0.6799978898350251,-1.3334627229818647,-0.7806032413163074,0,0,1.4542436940999934,0,0,0,-0.037081914025937204,-0.2902950838209209,-1.19008078732087,-0.3176772127258567,0,1
-2.2477254043871207,1,0.21491913944099236,1.382903470298075,1.1474733557546304,-0.7806032413163074,1,0,0.1768733338118318,0,0,1,-0.025925349323232972,0.9485139629064732,1.472046917536891,-0.7556161992262451,0,0
-1.0361356183858672,0,1.2835986092826261,-1.3676316765460583,-1.3334627229818647,-0.7806032413163074,0,1,-1.5922196780070592,0,0,1,-0.037081914025937204,-1.3067537888280136,-1.19008078732087,0.41222109810812424,0,1
-0.24912003089787357,1,1.7110703972192798,-1.7114485699015751,1.0808796111500276,-0.7806032413163074,1,0,-0.927467976176806,1,0,1,-0.011514715883631914,-1.529104130548315,1.4005895938268738,1.872017719776086,0,0
1.8530400251555832,0,0.10805119245682897,0.6952696835870416,-1.3334627229818647,0.8664191809965394,1,0,1.240696816519744,0,0,0,-0.037081914025937204,0.44493304960265456,-1.19008078732087,-0.3176772127258567,0,1
